share_bonus,avg_delay_cost,max_delay_cost,future_wait_cost,total_wait_cost,route_cost,activation_cost,workload_cost,imbalance_cost,new_wait_viol_cost,new_ride_viol_cost,exist_wait_viol_cost,exist_ride_viol_cost
0.0,7.759533619186659,100.22730924782768,43.288814451276316,4.122744233454887,0.0,0.0,3.09942541893038,3.3892277446838763,0.0,0.0,1079.2530632341416,0.0
0.0,1.8869538438338984,48.74630763237572,43.288814451276316,4.122744233454887,9.434769219169493,0.0,3.09942541893038,3.3892277446838763,0.0,0.0,0.0,0.0
7.0,0.0,0.0,43.288814451276316,4.122744233454887,0.0,0.0,4.393281734274644,5.2375939094613955,0.0,20.371669150157956,0.0,0.0
0.0,1.8869538438338984,48.74630763237572,43.288814451276316,4.122744233454887,9.434769219169493,0.0,3.09942541893038,3.3892277446838763,0.0,0.0,0.0,0.0
7.0,0.0,0.0,43.288814451276316,4.122744233454887,0.0,0.0,4.393281734274644,5.2375939094613955,0.0,20.371669150157956,0.0,0.0
7.0,0.0,0.0,126.84155737599588,12.080148321523417,0.0,0.0,5.4239540636259065,6.709982951391772,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.06931386313967,0.0,0.0,0.0,0.0,0.0
0.0,8.968635279735905,77.22991490883696,41.19177951578636,3.9230266205510818,29.895450932453013,0.0,1.9823225510483111,2.8318893586404443,0.0,0.0,0.0,4420.468967645725
0.0,8.968635279735905,77.22991490883696,41.19177951578636,3.9230266205510818,29.895450932453013,0.0,1.9823225510483111,2.8318893586404443,0.0,0.0,0.0,4420.468967645725
0.0,8.968635279735905,77.22991490883696,41.19177951578636,3.9230266205510818,29.895450932453013,0.0,5.291182816797578,7.558832595425111,0.0,206.79870741438708,0.0,4420.468967645725
0.0,5.023410512438124,86.51429215865659,47.48119636243861,4.52201870118463,16.74470170812708,0.0,1.9823225510483111,2.8318893586404443,0.0,0.0,0.0,3902.46544884325
7.0,2.224339442813523,38.30806818178845,47.48119636243861,4.52201870118463,7.414464809378409,0.0,4.412302406831967,6.303289152617094,0.0,31.17955681803022,0.0,1919.2497246042044
7.0,0.0,0.0,118.92918913587636,11.326589441512034,0.0,0.0,5.033620167668889,7.1908859538127,0.0,0.0,0.0,839.8585321680393
0.0,0.0,0.0,31.429549313184182,2.993290410779446,0.0,2.8,2.1499227662270872,2.3802440474655895,0.0,0.0,0.0,0.0
